,Name,Style
5801,Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam,sadness
5802,"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",sadness
5803,Removal regardless of cost a lamentable answer: ajvKSK,sadness
5804,"God just replaced my sadness with laughter, can't go the whole day sad ...",sadness
5805,Need advice on how to get out of this rut!!!!  #needmotivation,sadness
5806,Need advice on how to get out of this rut!!!! #depressing #needmotivation,sadness
5807,I feel like I am drowning. #depression #anxiety #falure #worthless,sadness
5808,@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,sadness
5809,Candice's standing pout face aggravates me every week,sadness
5810,I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,sadness
5811,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",sadness
5812,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success  #perfection #fortunate #mixed",sadness
5813,Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues,sadness
5814,"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",sadness
5815,@MessYourself why? Do you have depression?,sadness
5816,@hamzakhawaja99 just die depression.,sadness
5817,"@othrcarl @IX_SW @purenift I'm sadly not, I'm just being smutty",sadness
5818,It hasn't sunk in that I'm meeting the twins,sadness
5819,In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet,sadness
5820,“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”,sadness
5821,"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",sadness
5822,@Mattwinton1 Your foot is frowning.,sadness
5823,@marisa_enbot Being with you makes me somewhat gloomy.,sadness
5824,Sigh. I got a B- .. #depressing,sadness
5825,"@CNN : It's not Fox News, it's Fox Propaganda Network, they're so lost in their lies, that they can't tell the truth, if it hit them in face",sadness
5826,@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,sadness
5827,Wrinkles should merely hide where frown have been.  - Mark Twain,sadness
5828,Why can't you just be mine. #forlorn,sadness
5829,"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",sadness
5830,I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,sadness
5831,Cops chillin on pine lakes,sadness
5832,F'n morons u23 SMFH can't just be lackadaisical,sadness
5833,"Sometimes it takes #sadness to know happiness, #noise to appreciate #silence and absence to value presence.",sadness
5834,@rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!,sadness
5835,Go follow 'juspopmolly' on snapchat that hoe sitting on the sink right now @Cocaineandtacos,sadness
5836,The new @chaseandstatus song is mega 💥 reminds me of @SundownUK #blues,sadness
5837,"#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral",sadness
5838,The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. 😒,sadness
5839,"@p0stcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness",sadness
5840,How do you help someone with #depression who doesn't believe they have it and doesn't trust therapists?,sadness
5841,A pretty dejected FanCam on the way. #SCFC #TBPTV,sadness
5842,Ffs clan... seriously never been so disheartened,sadness
5843,Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess,sadness
5844,ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,sadness
5845,Rooney = whipping boy. #mufc #sad,sadness
5846,Rooney = whipping boy. #mufc ,sadness
5847,Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath 😿,sadness
5848,My cell won't hold a charge 😢 #sadness So should I...,sadness
5849,Do you know how much it hurts to see you best friend sad?,sadness
5850,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,sadness
5851,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. ,sadness
5852,ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --,sadness
5853,The @Orioles are in contention and hosting @RedSox nation and Camden is empty #sad,sadness
5854,The @Orioles are in contention and hosting @RedSox nation and Camden is empty ,sadness
5855,"The two Brians, @BlackEyedNBlues &amp; @onthehorn500, also known as the Nigella Lawsons of #blues &amp; #pizza.",sadness
5856,Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,sadness
5857,@loueezecee I don't know how much more of that bloody pout I can take!!,sadness
5858,I hope a goal comes soon on either side. Otherwise there is a serious threat of a dull and frustrating game. #COYS,sadness
5859,"@John_Hanna he has become so dreary, also, yes...",sadness
5860,"Usually I'm not one to rush colder weather but this year I'm so ready for hot coffee, dark lippies, scarves, sweaters, &amp; boots 🍂👢☕️💄",sadness
5861,Today you visited me in my dreams and even though you aren't physically gone I still mourn you,sadness
5862,I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit,sadness
5863,@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,sadness
5864,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",sadness
5865,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",sadness
5866,"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",sadness
5867,Who need #beats ? #instrumentals #serious #artists #only 🚨,sadness
5868,"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",sadness
5869,Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!,sadness
5870,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness
5871,@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,sadness
5872,Listening to @wdwradio at work is my slice of sunshine in this dreary cube world #9to5life,sadness
5873,Don't get too close it's dark inside 🌫🌊,sadness
5874,"The bowl on my new food processor broke, @Cuisinart. #sadness.",sadness
5875,Feeling #gloomy,sadness
5876,Today: Kudos to Jaime Garcia on a fine outing.     #encouraging. Last Week: Judo to Jaime Garcia for a dismal outing. #discouraging,sadness
5877,me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol,sadness
5878,"@JBoughton93 he might donate the money but it won't stop shit, pessimist",sadness
5879,@nytimes media celebrated Don King endorsing #Obama in 08 and 12 now criticize him for endorsing #Trump who wants new Civil Rights era- sad,sadness
5880,"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",sadness
5881,@WDWNT #spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark,sadness
5882,@ChristianJMay @CityAM \nConfidence held up... despite constant and continual doom and gloom,sadness
5883,I might even be on the verge of depression.,sadness
5884,@TheSGJournal Step 1: Get rid of @LittleStokePark Step 2: Prioritise football Step 3: profit? #depressing,sadness
5885,When you lose somebody close to your heart you lose yourself as well 💔 #lost,sadness
5886,When you lose somebody close to your heart you lose yourself as well 💔 ,sadness
5887,@BlackToLive Good - cuz that's what Trump is: a fucken 'N'azi. Don King-u havnt sunk this low since u set up Mike Tyson. 2 pathetic Dons.,sadness
5888,@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,sadness
5889,"But what will complaining, pessimism, regret, and anger get you?",sadness
5890,Been sober for days lmao,sadness
5891,i am le depressed i l hate myself xDDdD #sad #depress #loner #emo,sadness
5892,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",sadness
5893,"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger 😩😂",sadness
5894,"this country is going to go to crap no matter who wins this november, isnt it? The more i learn of both the more despondent i am of future",sadness
5895,@HonestAndFrank but  @BillCosby drugged and raped those women. At least you and Barb were sober and consenting!!,sadness
5896,whenever I hear concert postponed I think of dismal ticket sales   green day ?,sadness
5897,David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues,sadness
5898,@OpentheDoorRadi thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic,sadness
5899,"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",sadness
5900,This has been the most depressing week full of rain ever lol,sadness
5901,"gotta say this n put it out there. whoever u r, u should support other people's decisions n not discourage them...",sadness
5902,@BigBossPeltonen \nLikewise #death #cutting #despair,sadness
5903,My producer is mixing and mastering the songs now for #murky #notebook #mixtape\nThe tape will be out soon for free download 🔥🎶💨💯,sadness
5904,I don't get that my parents literally don't see how unhappy I been lately,sadness
5905,"#recession, #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb",sadness
5906,I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,sadness
5907,I can't pull myself out of depression,sadness
5908,"@andrewmcmeme nah, I asked really insightful teacherly questions so he could write a kickass report of his own. He will, sadly, never know",sadness
5909,sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness
5910,sav tells our mom 'I love you' and she responds 'Oh.' ,sadness
5911,"Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it. ― W. Somerset Maughm",sadness
5912,I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,sadness
5913,"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",sadness
5914,"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",sadness
5915,Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong,sadness
5916,I get embarrassed at the slightest things and then I'll fret about it all day I hate it,sadness
5917,How a dad would feel knowing his daughter is getting dashed around for whines in the rave😭,sadness
5918,tim burton never fails to depress me,sadness
5919,@BenLeubsdorf @DykstraDame @WSJ idiots are going to sink the economy with free money policies.,sadness
5920,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,sadness
5921,I'm allowed to sulk,sadness
5922,my bls depress the blake,sadness
5923,"Playing at September 21, 2016 at 09:30PM: Demetria Taylor  #blues",sadness
5924,@faye_catherine happy anger sad melancholy confusion #woodspurge,sadness
5925,FYI y'all can't mourn or celebrate shawty lo cause y'all ain't played his music since 08',sadness
5926,"@MHChat if we don't understand how to express our emotions to others, may lead to sadness / loneliness &amp; neg impact on long term mh #MHChat",sadness
5927,"@devrajasmine If you change the dark images both look different, but both look like they are in a forest.",sadness
5928,@bldmovs sadly beautiful photo.,sadness
5929,ima kitchen sink,sadness
5930,I should have stayed at home.,sadness
5931,Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues,sadness
5932,My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,sadness
5933,Don't get #weary in well doing.\n#Faith #God #prayer,sadness
5934,"We fear not the truth, even if it be gloomy, but its counterfeit.- Berl Katznelson",sadness
5935,God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,sadness
5936,"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",sadness
5937,Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts 🤓🍏,sadness
5938,@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad 😂,sadness
5939,"hmm somehow twitter feels really depressing, more like negative today...I think I missed something 😕",sadness
5940,@Cassena13 I know if I wasn't an optimist I would despair.,sadness
5941,I came to work for no reason 😩🔫\nI could've stayed in bed,sadness
5942,"Not written for African-American\n\nNo refuge could save the hireling and slave\nFrom the terror of flight or the gloom of the grave,",sadness
5943,"@damiandmusic hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice",sadness
5944,So you're unhappy?,sadness
5945,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,sadness
5946,I want to pour all my tears on someone right now. So tired of this #upset #sad,sadness
5947,I want to pour all my tears on someone right now. So tired of this #upset ,sadness
5948,@OniLink86 @DarekMeridian lmao awe...  #sad,sadness
5949,@OniLink86 @DarekMeridian lmao awe... ,sadness
5950,@reillygolfpro @RealKidPoker @StacyAcey @WSOPTD no he didn't! They are obviously friends and that clouded his judgement,sadness
5951,Where are some great places to listen to blues? #nightlife #NightLifeENT #blues #jazz #gatewayarch #stlouis #washingtonave,sadness
5952,@dlrwills turn that frown upside down buddy 🙃.,sadness
5953,@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,sadness
5954,"@pikapies I have many happy memories of the Isle Of Wight.\n...\nBut yeah, sink that shit.",sadness
5955,@glenberube @DonnaGrantis @idanielsenbass @HannahJWelton watching this again makes me weep tears of joy and tears of sadness that he's gone,sadness
5956,carry on my wayward son there'll be peace when you are done lay your weary head to rest don't you cry no more,sadness
5957,@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy,sadness
5958,"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",sadness
5959,@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',sadness
5960,@tysonwaters and @WatersWife 'Being over it.' Why USA has #panicattacks #anxiety #depression and so much medication!,sadness
5961,@typicalmoony Yes Lia!! Join the dark side!!,sadness
5962,@phil500 \nSo sadden \nSpunky a beautiful dog\nA sad story a lovely happy\nAn loved dog \nPlay little one have fun you\nare so loved,sadness
5963,(whisper) I cannot frown.,sadness
5964,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump,sadness
5965,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him  #nevertrump,sadness
5966,@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub!,sadness
5967,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,sadness
5968,@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,sadness
5969,"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-",sadness
5970,The most depressing part of being ill is that your taste goes 😫,sadness
5971,Penny dreadful 3 temporada,sadness
5972,"@ProSyndicate thanks for replying, I'm ironing my shirt😂 I'd love to meet you and get an autograph but sadly I'm too young to travel.",sadness
5973,Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? …,sadness
5974,Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness
5975,@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk,sadness
5976,"Pussies - In the dark, they're all the same",sadness
5977,For once I gatherp th strength to not try and drink my pain away. #sober #Fighter #strong #lovely #dreamer,sadness
5978,@dublinwaltz bts' 화양연화 trilogy MV is my all time fav🙌 quite gloomy but beautiful as well✨,sadness
5979,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,sadness
5980,@againstallaudss @groovydadad @Thelostchild5 @MHChat indeed &amp; is sadness unavoidable? #MHChat,sadness
5981,Bojack Horseman: the saddest show ever written?? #depression #season1,sadness
5982,Incredibly shocked and disappointed with @united customer service. Really making me rethink flying with them in the future. #unhappy,sadness
5983,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #sad #blm",sadness
5984,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",sadness
5985,My encouragement today is my dog while my head is in a fog. #epicfail #depression #feelingfedup #tired #ihaveheardeverything #wondering,sadness
5986,My encouragement today is my dog while my head is in a fog. #epicfail  #feelingfedup #tired #ihaveheardeverything #wondering,sadness
5987,Drinkin me some red wine &amp; listening to some fred mcdowell playing the #blues . He did not play no #rocknroll. Fantastic noise  #justsaying,sadness
5988,Love being made to feel bad about being scared of the dark,sadness
5989,Is this the Krusty Krab?\n\nNo this is crippling depression,sadness
5990,"Has September been dull? Get #SuperSeptember from Jumia Food as a new user. Order from The Place, Barcelos or Shawarma &amp; Co for 30% off",sadness
5991,@POCX100 Please don't sulk over your defeat. Come on. Head up!,sadness
5992,me: i've actually been doing pretty well! i'm learning to manage my depression and-\nlife: yeah that's over. that's cancelled.,sadness
5993,@MariamVeiszadeh #depressing it's so freaking close !,sadness
5994,Trial result #sadness,sadness
5995,I am more comfortable here at the Dove House than I was in my own home for 24 years. This is HOME &amp; I am very grateful. #dove #indy #sober,sadness
5996,"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",sadness
5997,"Only God knows why things happen, sometimes it's just hard to understand.  #prayingforyou",sadness
5998,Just because I'm hurting \nDoesn't mean I'm hurt \nDoesn't mean I didn't get \nWhat I deserved \nNo better and no worse #lost  @coldplay,sadness
5999,Fashion week this year is dull AF! Someone inspire me!!!!!! 😩,sadness
6000,"Take heart amid the deepening gloom that your dog is finally getting enough cheese. ― National Lampoon, 'Deteriorada'",sadness
6001,It's always over.. until I'm no longer sober... then it feels like I wana start over #UL,sadness
6002,its so unfortunate that after all these years im still struggling with depression smh,sadness
6003,Ghanaians don't need to wear black to mourn tho... They can just walk naked *dodges stones* Na joke na☹',sadness
6004,@RonBaker6694 I got a super speeder and lost my license for 6 months! 😩🔫,sadness
6005,@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,sadness
6006,"@KhaleesiofFood @BB_Updates she has stayed off the block almost all season, got out people that were good for her game, but no one seemed",sadness
6007,@gurrie_j thanks for making me super sad about Pizza.  #freepizza,sadness
6008,@gurrie_j thanks for making me super sad about Pizza. #sad #freepizza,sadness
6009,Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,sadness
6010,&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit 💯..,sadness
6011,@teenageic0n_ you'll be pleased to know my family are blues,sadness
6012,"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",sadness
6013,Hi guys! I now do lessons via Skype! Contact me for more info. #skype #lesson #basslessons #teacher #free lesson #music #groove #rock #blues,sadness
6014,Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio,sadness
6015,feel really sad and down today😒,sadness
6016,But right now I'm feeling pretty desolate.,sadness
6017,#Drunk people annoy me when I'm #sober lol. | #fact #TeamFollowBack #RockTheReTweet,sadness
6018,@_JESSICAVIDAL_ Just pour it down the sink and let him drink you.,sadness
6019,@Dark_Intell Darius' article was what convinced me that the time and money I had sunk into the IGDA in past years was wasted. Good re-read.,sadness
6020,i really want to read this fic i found but it's #serious and this room is full of #memes,sadness
6021,UPLIFT: If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!,sadness
6022,I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness..,sadness
6023,This is the @Fender #blues #junior. I'm looking forward to play on it as soon as possible. #guitar #guitarrist #music,sadness
6024,Dreams dashed and divided like million stars in the night sky.,sadness
6025,You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,sadness
6026,Fun tidbit: You can fall asleep on someone while dancing. #blues #latenight,sadness
6027,The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it,sadness
6028,"I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy",sadness
6029,@hedgegirl I was only joking. I don't have any parents. 😈 #dark,sadness
6030,"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression",sadness
6031,"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",sadness
6032,"Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too. #grim",sadness
6033,"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",sadness
6034,Love is when all your happiness and all your sadness and all your feelings are dependent on another person.,sadness
6035,"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad",sadness
6036,"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it ",sadness
6037,Always borrow money from a pessimist; he doesn't expect to be paid back.,sadness
6038,But guess what ? I'm sober,sadness
6039,@MissFushiGaming I hashtag things and the kids always tell me to stop 😭😭😭😭😭 #sadness,sadness
6040,"@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored",sadness
6041,"@localblactivist I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen",sadness
6042,Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,sadness
6043,This nigga doesn't even look for his real family 🙄😂 #sad,sadness
6044,This nigga doesn't even look for his real family 🙄😂 ,sadness
6045,So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine,sadness
6046,God knows why you'd wanna go with a girl who's slept with half ya mates #grim,sadness
6047,People are trying too hard to hate on Cam Newton without understanding his position #sad,sadness
6048,People are trying too hard to hate on Cam Newton without understanding his position ,sadness
6049,@cristinalaila1 just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom,sadness
6050,@SizweM01 and it's kinda depressing hey!!! 😑,sadness
6051,@KseniaSolo hi little late to lost girl but think you awesome from South Afrikaans:-),sadness
6052,@MiSSLiNDZO no. 😭 the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,sadness
6053,Way to get a hold of her 😊 #depressing,sadness
6054,TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,sadness
6055,Actually I always idealize the end of my relationships .. Such a pessimist,sadness
6056,After she threw me out I had to sedate her. With a damn horse tranquilizer.',sadness
6057,Man city's kit is dreadful!,sadness
6058,"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",sadness
6059,"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",sadness
6060,"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",sadness
6061,Interesting topic this evening...  sadness &amp; low mood. #MHChat,sadness
6062,"someone explain female human beings to me, they're depressing me ._.",sadness
6063,Dont dull #Dutty_Wednesday,sadness
6064,@brawl2099 See your primary care doctor. They can prescribe meds and refer you to a psychiatrist for eval. Don't mess with depression.,sadness
6065,@kagehime3 I'm so starved for content I'd take it but I'd def pout about it (՟ິͫઘ ՟ິͫ),sadness
6066,"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",sadness
6067,Trying to make a #better_world is #depressing when it's a #failure -__-,sadness
6068,Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. 💪🏾,sadness
6069,That's the old me though #imachildofgod #whatistwerking #sober #married #bye,sadness
6070,@mcjamie sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything,sadness
6071,Is that hurting..? [Features get a tad somber while attempting to sense @MischievousTyke's temperature],sadness
6072,doese reading help depression or is it another form of escapism,sadness
6073,#Gratitude - recovery health love God conscious drive hope perseverance wealthy home kids SoCal #recoveryfit youthful #sober,sadness
6074,Idk why people be glorifying depression. I wouldn't wish real depression upon my worst enemy. Shits the worst stop acting like it's cool,sadness
6075,Maybe I can sleep with my chem book on my head and it will all sink in my brain,sadness
6076,i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer,sadness
6077,i cant live anymore my roblox got termianted :((((((((((((((((((((((((  #killme #lol #robloxgamer,sadness
6078,"Come here, let me do whatever I do with it. #dismal",sadness
6079,"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",sadness
6080,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,sadness
6081,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,sadness
6082,"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",sadness
6083,Heart heavy for lost furry family members. Remembering Max and Ozzie. Forever friends as 🐶😇,sadness
6084,Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim,sadness
6085,@lefluerr Lol yeah I read that but I stayed up and didn't nap tillI collect 3 people who I think they've got me 😂😂!!,sadness
6086,Thanks to all the #sober drivers. The real winners of the night! #ClemvsGT,sadness
6087,But God will deliver the righteous to their place of salvation: no evil shall touch them، nor shall they grieve,sadness
6088,#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,sadness
6089,gloomy days should just be for high cuddles and movies,sadness
6090,"#Quote 'To say that You know Yourself without ever having been #lost to find Yourself, Is like saying You know everything' ~@Caligraphy215",sadness
6091,"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall",sadness
6092,Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much 😩 #spinning #sulk,sadness
6093,Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season 💕,sadness
6094,♪OLD FISH  #discourage,sadness
6095,Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness
6096,@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.,sadness
6097,The snaps/Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there's no place I'd rather be but there,sadness
6098,"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",sadness
6099,Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!,sadness
6100,Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor.,sadness
6101,"Biggest joke in life? Kardashian and Jenner stans. Their lives are so dull, parents must be so proud.",sadness
6102,@NikhilTikare i like cold gloomy weather,sadness
6103,"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.",sadness
6104,"#Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!",sadness
6105,What I would give\nTo feel the sunlight on my face\nWhat I would give\nTo be lost in your embrace 🎧\n\n#Fallen,sadness
6106,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :(   #itnevergoes,sadness
6107,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes,sadness
6108,@Skepta make sure you's Young breadrins sling us a quick vote #murky #skeng #votage,sadness
6109,@NicKeaney Hope they refuse :( x #depressing,sadness
6110,@Conorojo Loool understand the pessimism but it will 😂,sadness
6111,@nickb88 @Buster_ESPN pine rider,sadness
6112,This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,sadness
6113,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,sadness
6114,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter ,sadness
